floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,sw_psf,vol_per_area_in,M0_kipft,qu_psf,punch_ratio,punch_ok,vu_max_psi,has_studs,n_stud_cols,stud_rails_max,stud_per_rail_max,defl_ratio,defl_ok,defl_in,defl_limit_in,col_min_in,col_max_in,col_rho_max,As_cs_in2,As_ms_in2,As_total_in2,integrity_ok,n_transfer_bars,runtime_s,h_drop_in,a_drop1_ft,a_drop2_ft,LD_ratio,ddm_eligible
flat_plate,16.0,16.0,12.007874015748031,40.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.8045968875089475,true,152.6615257686333,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,5.6,2.4,7.999999999999999,false,0,0.333,0.0,0.0,0.0,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,40.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.8045968875089475,true,152.6615257686333,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,5.999999999999999,2.4,8.399999999999999,false,0,0.173,0.0,0.0,0.0,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,40.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.7098373399318055,true,134.68216574518178,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,7.199999999999999,2.4,9.599999999999998,false,0,0.287,0.0,0.0,0.0,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,40.0,EFM (ASAP),6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.6984859071882167,true,132.52838281462448,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,7.199999999999999,2.4,9.599999999999998,false,0,0.171,0.0,0.0,0.0,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,40.0,FEA,6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.8886739373616017,true,168.614024357548,false,0,0,0,0.0800917264825923,true,0.04274361605807639,0.5336832895888015,18.0,18.0,0.019506172839506175,5.8,2.4,8.2,true,0,10.752,0.0,0.0,0.0,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,80.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,103.54928843937678,247.1526647395766,0.9477955092290843,true,179.83155391458277,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,20.0,0.019506172839506175,7.3999999999999995,2.4,9.799999999999999,false,0,0.307,0.0,0.0,0.0,0.8695652173913043,true
flat_plate,16.0,16.0,12.007874015748031,80.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,103.54928843937678,247.1526647395766,0.9477955092290843,true,179.83155391458277,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,20.0,0.019506172839506175,7.999999999999999,2.4,10.399999999999999,false,0,0.21,0.0,0.0,0.0,0.8695652173913043,true
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,104.14653998031608,247.1526647395766,0.9578795391552325,true,181.74486406817843,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,18.0,0.019506172839506175,9.799999999999999,2.4,12.2,false,0,0.127,0.0,0.0,0.0,0.8695652173913043,true
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (ASAP),6.404199475065617,79.29388728298053,6.404199475065617,104.14653998031608,247.1526647395766,0.9425615154989606,true,178.83847342780888,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,18.0,0.019506172839506175,9.799999999999999,2.4,12.2,false,0,0.144,0.0,0.0,0.0,0.8695652173913043,true
flat_plate,16.0,16.0,12.007874015748031,80.0,FEA,6.404199475065617,79.29388728298053,6.404199475065617,102.95375436259309,247.1526647395766,0.9255941096834487,true,175.6191345261246,false,0,0,0,0.16081725039406938,true,0.08582547921293293,0.5336832895888015,18.0,22.0,0.019506172839506175,7.6,2.4,10.0,true,0,5.912,0.0,0.0,0.0,0.8695652173913043,true
flat_plate,16.0,16.0,12.007874015748031,125.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,131.41463357749703,319.15266473957655,0.9914840902292112,true,184.96480023247045,false,0,0,0,0.15346466512617477,true,0.08190152732018077,0.5336832895888015,18.0,23.999999999999996,0.019506172839506175,9.4,2.4,11.799999999999999,false,0,0.283,0.0,0.0,0.0,1.358695652173913,true
flat_plate,16.0,16.0,12.007874015748031,125.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,131.41463357749703,319.15266473957655,0.9914840902292112,true,184.96480023247045,false,0,0,0,0.15346466512617477,true,0.08190152732018077,0.5336832895888015,18.0,23.999999999999996,0.019506172839506175,10.200000000000001,2.6,12.8,false,0,0.337,0.0,0.0,0.0,1.358695652173913,true
flat_plate,16.0,16.0,12.007874015748031,125.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,131.79665047362997,319.15266473957655,0.9772014374693431,true,180.62716092176865,false,0,0,0,0.15346466512617477,true,0.08190152732018077,0.5336832895888015,18.0,23.999999999999996,0.019506172839506175,12.600000000000001,2.8000000000000003,15.400000000000002,false,0,0.28,0.0,0.0,0.0,1.358695652173913,true
flat_plate,16.0,16.0,12.007874015748031,125.0,EFM (ASAP),6.404199475065617,79.29388728298053,6.404199475065617,131.79665047362997,319.15266473957655,0.9579689872769958,true,180.62716092176865,false,0,0,0,0.15346466512617477,true,0.08190152732018077,0.5336832895888015,18.0,23.999999999999996,0.019506172839506175,12.600000000000001,2.8000000000000003,15.400000000000002,false,0,0.321,0.0,0.0,0.0,1.358695652173913,true
flat_plate,16.0,16.0,12.007874015748031,125.0,FEA,6.404199475065617,79.29388728298053,6.404199475065617,129.13417560995725,319.15266473957655,0.9864495776081211,true,182.81606219946806,false,0,0,0,0.32366073841080684,true,0.17273232758581997,0.5336832895888015,18.0,27.999999999999993,0.019506172839506175,8.999999999999998,2.8,11.799999999999999,true,0,9.5,0.0,0.0,0.0,1.358695652173913,true
flat_plate,16.0,16.0,12.007874015748031,200.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,160.42540853559072,439.15266473957655,0.9886787500555229,true,162.1291885068788,false,0,0,0,0.24554346420187967,true,0.13104244371228926,0.5336832895888015,23.999999999999996,33.999999999999986,0.019506172839506175,12.0,2.4,14.4,false,0,0.622,0.0,0.0,0.0,2.1739130434782608,false
flat_plate,16.0,16.0,12.007874015748031,200.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,160.42540853559072,439.15266473957655,0.9886787500555229,true,162.1291885068788,false,0,0,0,0.24554346420187956,true,0.1310424437122892,0.5336832895888015,23.999999999999996,33.999999999999986,0.019506172839506175,12.8,3.0000000000000004,15.799999999999999,false,0,0.673,0.0,0.0,0.0,2.1739130434782608,false
flat_plate,16.0,16.0,12.007874015748031,200.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,159.93103460648808,439.15266473957655,0.9945373055262735,true,162.1292943525968,false,0,0,0,0.24554346420187956,true,0.1310424437122892,0.5336832895888015,18.0,35.999999999999986,0.019506172839506175,17.799999999999997,3.4,21.2,false,0,0.658,0.0,0.0,0.0,2.1739130434782608,true
