floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,sw_psf,vol_per_area_in,M0_kipft,qu_psf,punch_ratio,punch_ok,vu_max_psi,has_studs,n_stud_cols,stud_rails_max,stud_per_rail_max,defl_ratio,defl_ok,defl_in,defl_limit_in,col_min_in,col_max_in,col_rho_max,As_cs_in2,As_ms_in2,As_total_in2,integrity_ok,n_transfer_bars,runtime_s,h_drop_in,a_drop1_ft,a_drop2_ft
flat_plate,16.0,16.0,12.007874015748031,40.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.760068311906233,true,144.21282257657833,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,5.6,2.4,7.999999999999999,false,0,0.403,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,40.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.760068311906233,true,144.21282257657833,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,5.999999999999999,2.4,8.399999999999999,false,0,0.166,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,40.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.9029458137151224,true,171.32192250323342,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,7.199999999999999,2.4,9.599999999999998,false,0,0.353,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,40.0,EFM (ASAP),6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.8915943809715335,true,169.16813957267613,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,7.199999999999999,2.4,9.599999999999998,false,0,0.2,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,40.0,FEA,6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.892058487096281,true,169.2561975184903,false,0,0,0,0.08058901026657236,true,0.043009008103770036,0.5336832895888015,18.0,18.0,0.019506172839506175,5.8,2.4,8.2,true,0,12.206,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,83.9200377723685,199.15266473957664,0.8264669799670636,true,156.81108405700036,false,0,0,0,0.0613858660504699,true,0.03276061092807231,0.5336832895888015,18.0,18.0,0.019506172839506175,6.199999999999999,2.4,8.6,false,0,0.168,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,83.9200377723685,199.15266473957664,0.8264669799670636,true,156.81108405700036,false,0,0,0,0.0613858660504699,true,0.03276061092807231,0.5336832895888015,18.0,18.0,0.019506172839506175,6.599999999999999,2.4,8.999999999999998,false,0,0.123,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,83.9200377723685,199.15266473957664,0.981826091214684,true,186.2884028651182,false,0,0,0,0.0613858660504699,true,0.03276061092807231,0.5336832895888015,18.0,18.0,0.019506172839506175,7.999999999999999,2.4,10.399999999999999,false,0,0.158,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,EFM (ASAP),6.404199475065617,79.29388728298053,6.404199475065617,83.9200377723685,199.15266473957664,0.9694830107429245,true,183.94646800710785,false,0,0,0,0.0613858660504699,true,0.03276061092807231,0.5336832895888015,18.0,18.0,0.019506172839506175,7.999999999999999,2.4,10.399999999999999,false,0,0.15,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,FEA,6.404199475065617,79.29388728298053,6.404199475065617,83.9200377723685,199.15266473957664,0.9662639164433275,true,183.3356878077324,false,0,0,0,0.10003130754328617,true,0.053385037271570054,0.5336832895888015,18.0,18.0,0.019506172839506175,6.4,2.4,8.799999999999999,false,0,3.387,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,102.95375436259309,247.1526647395766,0.8883923671033509,true,168.56060015730193,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,20.0,0.019506172839506175,7.3999999999999995,2.4,9.799999999999999,false,0,1.076,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,102.95375436259309,247.1526647395766,0.8883923671033509,true,168.56060015730193,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,20.0,0.019506172839506175,7.799999999999999,2.4,10.2,false,0,0.267,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,103.25130671796545,247.1526647395766,0.9584850551558246,true,177.16623116646753,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,23.999999999999996,0.019506172839506175,9.599999999999998,2.4,11.999999999999998,false,0,0.299,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (ASAP),6.404199475065617,79.29388728298053,6.404199475065617,103.25130671796545,247.1526647395766,0.9441867754868969,true,174.52333933682263,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,23.999999999999996,0.019506172839506175,9.599999999999998,2.4,11.999999999999998,false,0,0.294,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,FEA,6.404199475065617,79.29388728298053,6.404199475065617,102.95375436259309,247.1526647395766,0.9221880596395392,true,174.97288196832838,false,0,0,0,0.15980677005679325,true,0.0852862027424706,0.5336832895888015,18.0,22.0,0.019506172839506175,7.6,2.4,10.0,true,0,6.021,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,MDDM,8.00524934383202,99.11735910372566,8.00524934383202,175.83764088359877,206.9408309244708,0.9603729110137565,true,182.21794811578062,false,0,0,0,0.04910869284037592,true,0.032760610928072295,0.6671041119860017,18.0,20.0,0.019506172839506175,9.6,3.5999999999999996,13.199999999999998,false,0,0.206,0.0,0.0,0.0
