floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,h_min_in,h_over_h_min,sw_psf,vol_per_area_in,M0_kipft,qu_psf,punch_ratio,punch_ok,vu_max_psi,has_studs,n_stud_cols,stud_rails_max,stud_per_rail_max,defl_ratio,defl_ok,defl_in,defl_limit_in,col_min_in,col_max_in,col_rho_max,As_cs_in2,As_ms_in2,As_total_in2,integrity_ok,n_transfer_bars,pattern_loading,runtime_s,h_drop_in,a_drop1_ft,a_drop2_ft,failures,fdn_n_sized,fdn_n_groups,fdn_max_B_ft,fdn_max_L_ft,fdn_max_D_in,fdn_max_util,fdn_conc_vol_ft3,fdn_steel_vol_in3,fdn_ok,converged,failure_reason,failing_check,min_h_rule
flat_plate,16.0,16.0,12.007874015748031,50.0,MDDM,6.404199475065617,5.36,1.194,79.29388728298053,6.404199475065617,86.83664886767517,199.15266473957664,0.8920687107495204,true,169.25813732030497,false,0,0,0,0.0613858660504699,true,0.03276061092807231,0.5336832895888015,14.0,18.0,0.042777777777777776,6.4,2.4,8.799999999999999,false,0,false,4.397,0.0,0.0,0.0,,16,3,3.5,3.5,12.0,0.948,124.0,1592.6,true,true,,,ACI
flat_plate,16.0,16.0,12.007874015748031,50.0,DDM (Full),6.404199475065617,5.36,1.194,79.29388728298053,6.404199475065617,86.83664886767517,199.15266473957664,0.8920687107495204,true,169.25813732030497,false,0,0,0,0.0613858660504699,true,0.03276061092807231,0.5336832895888015,14.0,18.0,0.043055555555555555,6.8,2.4,9.2,false,0,false,0.037,0.0,0.0,0.0,,16,3,3.5,3.5,12.0,0.948,124.0,1592.6,true,true,,,ACI
flat_plate,16.0,16.0,12.007874015748031,50.0,EFM (HC),6.404199475065617,5.39,1.187,79.29388728298053,6.404199475065617,87.81992386290746,199.15266473957664,0.9113431813158112,true,172.91521098130622,false,0,0,0,0.061385866050469855,true,0.03276061092807228,0.5336832895888015,14.0,14.0,0.061111111111111116,7.999999999999999,2.4,10.399999999999999,false,0,false,2.067,0.0,0.0,0.0,,16,3,3.5,3.5,12.0,0.948,124.0,1592.6,true,true,,,ACI
flat_plate,16.0,16.0,12.007874015748031,50.0,EFM (ASAP),6.404199475065617,5.39,1.187,79.29388728298053,6.404199475065617,87.81992386290746,199.15266473957664,0.9015843099997812,true,171.06359533623785,false,0,0,0,0.0613858660504699,true,0.03276061092807231,0.5336832895888015,14.0,14.0,0.061111111111111116,7.999999999999999,2.4,10.399999999999999,false,0,false,0.064,0.0,0.0,0.0,,16,3,3.5,3.5,12.0,0.948,124.0,1592.6,true,true,,,ACI
flat_plate,16.0,16.0,12.007874015748031,50.0,FEA,6.404199475065617,5.36,1.196,79.29388728298053,6.404199475065617,86.59169506392938,199.15266473957664,0.890619220547455,true,168.9831158912275,false,0,0,0,0.10236707562566884,true,0.05463159766549257,0.5336832895888015,14.0,19.0,0.062,6.4,2.4,8.799999999999999,true,0,false,16.633,0.0,0.0,0.0,,16,3,3.5,3.5,12.0,0.948,124.0,1592.6,true,true,,,ACI
flat_plate,16.0,16.0,12.007874015748031,150.0,MDDM,6.404199475065617,5.06,1.266,79.29388728298053,6.404199475065617,139.2097119344167,359.1526647395766,0.9839013667466451,true,186.68215871232306,false,0,0,0,0.1841575981514096,true,0.09828183278421687,0.5336832895888015,19.5,34.5,0.0704,10.0,2.4,12.399999999999999,false,0,false,0.035,0.0,0.0,0.0,,16,3,4.75,4.75,12.0,0.995,199.8,2844.0,true,true,,,ACI
flat_plate,16.0,16.0,12.007874015748031,150.0,DDM (Full),6.404199475065617,5.06,1.266,79.29388728298053,6.404199475065617,139.2097119344167,359.1526647395766,0.9839013667466451,true,186.68215871232306,false,0,0,0,0.1841575981514096,true,0.09828183278421687,0.5336832895888015,19.5,34.5,0.0704,10.8,2.6,13.4,false,0,false,0.036,0.0,0.0,0.0,,16,3,4.75,4.75,12.0,0.995,199.8,2844.0,true,true,,,ACI
flat_plate,16.0,16.0,12.007874015748031,150.0,EFM (HC),7.0,5.18,1.352,86.67081859988077,7.0,149.5558133311287,368.0049823198569,0.8905474618588416,true,168.96950063735198,false,0,0,0,0.14102304052683926,true,0.07526164017617845,0.5336832895888015,14.0,28.0,0.061224489795918366,13.200000000000001,2.8000000000000003,16.0,false,0,true,1.745,0.0,0.0,0.0,,16,3,4.75,4.75,12.0,0.952,213.2,2957.8,true,true,,,ACI
flat_plate,16.0,16.0,12.007874015748031,150.0,EFM (ASAP),7.0,5.18,1.351,86.67081859988077,7.0,149.7745408371186,368.0049823198569,0.8905474618588416,true,168.96950063735198,false,0,0,0,0.14102304052683926,true,0.07526164017617845,0.5336832895888015,14.0,27.0,0.061224489795918366,14.4,3.9999999999999996,18.400000000000002,true,0,true,0.541,0.0,0.0,0.0,,16,3,4.75,4.75,12.0,0.952,213.2,2957.8,true,true,,,ACI
flat_plate,16.0,16.0,12.007874015748031,150.0,FEA,7.0,5.15,1.359,86.67081859988077,7.0,147.97481880443698,368.0049823198569,0.9995234625592363,true,189.6462429879131,false,0,0,0,0.3859406557344911,true,0.20597007873844236,0.5336832895888015,14.0,31.499999999999996,0.04489795918367347,9.4,3.2,12.599999999999998,true,0,true,5.355,0.0,0.0,0.0,,16,3,4.75,4.75,12.0,0.953,213.2,2957.8,true,true,,,ACI
