floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,h_min_in,h_over_h_min,sw_psf,vol_per_area_in,M0_kipft,qu_psf,punch_ratio,punch_ok,vu_max_psi,has_studs,n_stud_cols,stud_rails_max,stud_per_rail_max,defl_ratio,defl_ok,defl_in,defl_limit_in,col_min_in,col_max_in,col_rho_max,As_cs_in2,As_ms_in2,As_total_in2,integrity_ok,n_transfer_bars,pattern_loading,runtime_s,h_drop_in,a_drop1_ft,a_drop2_ft,failures,fdn_n_sized,fdn_n_groups,fdn_max_B_ft,fdn_max_L_ft,fdn_max_D_in,fdn_max_util,fdn_conc_vol_ft3,fdn_steel_vol_in3,fdn_ok,converged,failure_reason,failing_check,min_h_rule
flat_slab,16.0,16.0,12.007874015748031,30.0,EFM (HC),5.821999522786926,4.94,1.177,72.08535207543687,5.821999522786926,69.89447363612425,158.5024224905242,0.6550098822338928,true,124.2793870666656,false,0,0,0,0.04902275262790517,true,0.026162623887158495,0.5336832895888015,14.0,14.0,0.04888888888888889,7.0,2.4,9.4,true,0,false,3.082,2.25,2.6684164479440073,2.6684164479440073,,16,3,3.25,3.25,12.0,0.875,117.2,1535.8,true,true,,,ACI
flat_slab,16.0,16.0,12.007874015748031,30.0,EFM (ASAP),5.821999522786926,4.94,1.177,72.08535207543687,5.821999522786926,69.89447363612425,158.5024224905242,0.5112842043955335,true,97.00935705341753,false,0,0,0,0.04902275262790517,true,0.026162623887158495,0.5336832895888015,14.0,14.0,0.058333333333333334,7.0,2.4,9.4,true,0,false,0.311,2.25,2.6684164479440073,2.6684164479440073,,16,3,3.25,3.25,12.0,0.875,117.2,1535.8,true,true,,,ACI
flat_slab,16.0,16.0,12.007874015748031,30.0,EFM (Kc),5.821999522786926,4.94,1.177,72.08535207543687,5.821999522786926,69.89447363612425,158.5024224905242,0.8669786798767537,true,164.49763867299185,false,0,0,0,0.049022752627905224,true,0.026162623887158523,0.5336832895888015,14.0,14.0,0.043055555555555555,6.8,2.4,9.2,true,4,false,1.958,2.25,2.6684164479440073,2.6684164479440073,,16,3,3.25,3.25,12.0,0.875,117.2,1535.8,true,true,,,ACI
flat_slab,16.0,16.0,12.007874015748031,50.0,EFM (HC),5.821999522786926,4.94,1.177,72.08535207543687,5.821999522786926,84.00544507247366,190.50242249052422,0.7872790529466887,true,149.37569768710992,false,0,0,0,0.08170458771317532,true,0.04360437314526418,0.5336832895888015,14.0,14.0,0.0616,8.600000000000001,2.4,11.0,true,0,false,0.034,2.25,2.6684164479440073,2.6684164479440073,,16,3,3.5,3.5,12.0,0.907,124.0,1592.6,true,true,,,ACI
flat_slab,16.0,16.0,12.007874015748031,50.0,EFM (ASAP),5.821999522786926,4.94,1.177,72.08535207543687,5.821999522786926,84.00544507247366,190.50242249052422,0.6145071979850174,true,116.59454305204127,false,0,0,0,0.08170458771317538,true,0.043604373145264205,0.5336832895888015,14.0,14.0,0.058333333333333334,8.6,2.4,10.999999999999998,true,0,false,0.024,2.25,2.6684164479440073,2.6684164479440073,,16,3,3.5,3.5,12.0,0.907,124.0,1592.6,true,true,,,ACI
flat_slab,16.0,16.0,12.007874015748031,50.0,EFM (Kc),5.821999522786926,4.94,1.179,72.08535207543687,5.821999522786926,83.76980709253148,190.50242249052422,0.9338925274757013,true,177.19364859807567,false,0,0,0,0.08170458771317532,true,0.04360437314526418,0.5336832895888015,14.0,16.0,0.061111111111111116,7.999999999999999,2.4,10.399999999999999,false,6,false,0.038,2.25,2.6684164479440073,2.6684164479440073,,16,3,3.5,3.5,12.0,0.907,124.0,1592.6,true,true,,,ACI
flat_slab,16.0,16.0,12.007874015748031,100.0,EFM (HC),6.5,4.93,1.318,80.48004584274643,6.5,123.11799951191855,280.5760550112957,0.8410511064579749,true,159.57822750071708,false,0,0,0,0.11742291707044365,true,0.0626666486552674,0.5336832895888015,14.0,17.5,0.04489795918367347,10.799999999999999,2.4,13.199999999999998,false,0,false,0.931,2.25,2.6684164479440073,2.6684164479440073,,16,3,4.25,4.25,12.0,0.912,169.2,1915.0,true,true,,,ACI
flat_slab,16.0,16.0,12.007874015748031,100.0,EFM (ASAP),6.5,4.94,1.315,80.48004584274643,6.5,123.72502181212494,280.5760550112957,0.7667974981948974,true,145.48959590488363,false,0,0,0,0.11742291707044365,true,0.0626666486552674,0.5336832895888015,14.0,14.0,0.04897959183673469,11.0,2.6,13.600000000000001,true,0,false,0.335,2.25,2.6684164479440073,2.6684164479440073,,16,3,4.25,4.25,12.0,0.912,169.2,1915.0,true,true,,,ACI
flat_slab,16.0,16.0,12.007874015748031,100.0,EFM (Kc),5.821999522786926,4.91,1.185,72.08535207543687,5.821999522786926,117.69774553841759,270.5024224905242,0.8297949652762419,true,157.44252487279533,false,0,0,0,0.16340917542635078,true,0.08720874629052842,0.5336832895888015,14.0,23.5,0.040306122448979596,11.2,2.4,13.6,false,8,false,0.095,2.25,2.6684164479440073,2.6684164479440073,,16,3,4.0,4.0,12.0,0.986,161.0,1858.1,true,true,,,ACI
flat_slab,16.0,16.0,12.007874015748031,150.0,EFM (HC),7.0,4.89,1.431,86.67081859988077,7.0,158.76732128585425,368.0049823198569,0.8120058391317412,true,154.06727550075502,false,0,0,0,0.1410230405268392,true,0.07526164017617842,0.5336832895888015,14.0,23.0,0.061224489795918366,13.0,2.8000000000000003,15.799999999999999,false,0,false,0.077,2.25,2.6684164479440073,2.6684164479440073,,16,3,4.75,4.75,12.0,0.951,213.2,2957.8,true,true,,,ACI
