floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,sw_psf,vol_per_area_in,M0_kipft,qu_psf,punch_ratio,punch_ok,vu_max_psi,has_studs,n_stud_cols,stud_rails_max,stud_per_rail_max,defl_ratio,defl_ok,defl_in,defl_limit_in,col_min_in,col_max_in,col_rho_max,As_cs_in2,As_ms_in2,As_total_in2,integrity_ok,n_transfer_bars,runtime_s,h_drop_in,a_drop1_ft,a_drop2_ft
flat_plate,16.0,16.0,12.007874015748031,80.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,102.95375436259309,247.1526647395766,0.8883923671033509,true,168.56060015730193,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,20.0,0.019506172839506175,7.3999999999999995,2.4,9.799999999999999,false,0,0.342,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,102.95375436259309,247.1526647395766,0.8883923671033509,true,168.56060015730193,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,20.0,0.019506172839506175,7.799999999999999,2.4,10.2,false,0,0.303,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,103.25130671796545,247.1526647395766,0.9584850551558246,true,177.16623116646753,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,23.999999999999996,0.019506172839506175,9.599999999999998,2.4,11.999999999999998,false,0,0.36,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (ASAP),6.404199475065617,79.29388728298053,6.404199475065617,103.25130671796545,247.1526647395766,0.9441867754868969,true,174.52333933682263,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,23.999999999999996,0.019506172839506175,9.599999999999998,2.4,11.999999999999998,false,0,0.398,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,FEA,6.404199475065617,79.29388728298053,6.404199475065617,102.95375436259309,247.1526647395766,0.9221686128239396,true,174.96919219449646,false,0,0,0,0.1598363293859884,true,0.08530197806251352,0.5336832895888015,18.0,22.0,0.019506172839506175,7.6,2.4,10.0,true,0,6.875,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,MDDM,8.00524934383202,99.11735910372566,8.00524934383202,175.83764088359877,206.9408309244708,0.9603729110137565,true,182.21794811578062,false,0,0,0,0.04910869284037592,true,0.032760610928072295,0.6671041119860017,18.0,20.0,0.019506172839506175,9.6,3.5999999999999996,13.199999999999998,false,0,0.208,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,DDM (Full),8.00524934383202,99.11735910372566,8.00524934383202,175.83764088359877,206.9408309244708,0.9603729110137565,true,182.21794811578062,false,0,0,0,0.04910869284037592,true,0.032760610928072295,0.6671041119860017,18.0,20.0,0.019506172839506175,10.2,3.5999999999999996,13.799999999999999,false,0,0.25,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,EFM (HC),8.00524934383202,99.11735910372566,8.00524934383202,176.63361852971732,206.9408309244708,0.9946600387068287,true,188.72347319188918,false,0,0,0,0.04910869284037592,true,0.032760610928072295,0.6671041119860017,18.0,22.0,0.019506172839506175,12.2,3.5999999999999996,15.799999999999999,false,0,0.299,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,EFM (ASAP),8.00524934383202,99.11735910372566,8.00524934383202,176.63361852971732,206.9408309244708,0.9790758663710317,true,185.76658439010689,false,0,0,0,0.04910869284037592,true,0.032760610928072295,0.6671041119860017,18.0,22.0,0.019506172839506175,12.2,3.5999999999999996,15.799999999999999,false,0,0.281,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,FEA,8.00524934383202,99.11735910372566,8.00524934383202,175.83764088359877,206.9408309244708,0.9608264039067369,true,182.30399234245164,false,0,0,0,0.0831938850444135,true,0.05549898280521898,0.6671041119860017,18.0,22.0,0.019506172839506175,10.0,3.5999999999999996,13.6,false,0,6.43,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,MDDM,8.00524934383202,99.11735910372566,8.00524934383202,187.72361158715768,222.94083092447076,0.9102888488466188,true,172.71516546048318,false,0,0,0,0.06138586605046992,true,0.040950763660090386,0.6671041119860017,18.0,22.0,0.019506172839506175,10.2,3.5999999999999996,13.799999999999999,false,0,0.237,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,DDM (Full),8.00524934383202,99.11735910372566,8.00524934383202,187.72361158715768,222.94083092447076,0.9102888488466188,true,172.71516546048318,false,0,0,0,0.06138586605046992,true,0.040950763660090386,0.6671041119860017,18.0,22.0,0.019506172839506175,10.999999999999998,3.5999999999999996,14.6,false,0,0.296,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,EFM (HC),8.00524934383202,99.11735910372566,8.00524934383202,189.86136016098476,222.94083092447076,0.9950736336840553,true,188.80194732129968,false,0,0,0,0.06138586605046992,true,0.040950763660090386,0.6671041119860017,18.0,23.999999999999996,0.019506172839506175,13.0,3.5999999999999996,16.599999999999998,false,0,0.374,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,EFM (ASAP),8.00524934383202,99.11735910372566,8.00524934383202,189.86136016098476,222.94083092447076,0.9782922286904878,true,185.61789959425587,false,0,0,0,0.06138586605046992,true,0.040950763660090386,0.6671041119860017,18.0,23.999999999999996,0.019506172839506175,13.0,3.5999999999999996,16.599999999999998,false,0,0.43,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,FEA,8.00524934383202,99.11735910372566,8.00524934383202,188.5772586266002,222.94083092447076,0.9230808483885846,true,175.14227672330975,false,0,0,0,0.10186929331282779,true,0.06795742445409553,0.6671041119860017,18.0,23.999999999999996,0.019506172839506175,10.4,3.5999999999999996,14.0,false,0,7.148,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,MDDM,8.00524934383202,99.11735910372566,8.00524934383202,226.07339117429794,270.94083092447073,0.983498473444953,true,186.60571508308072,false,0,0,0,0.0982173856807518,true,0.06552122185614458,0.6671041119860017,18.0,23.999999999999996,0.019506172839506175,12.399999999999999,3.5999999999999996,15.999999999999998,false,0,0.965,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,DDM (Full),8.00524934383202,99.11735910372566,8.00524934383202,226.07339117429794,270.94083092447073,0.983498473444953,true,186.60571508308072,false,0,0,0,0.0982173856807518,true,0.06552122185614458,0.6671041119860017,18.0,23.999999999999996,0.019506172839506175,13.0,3.5999999999999996,16.599999999999998,false,0,0.394,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,EFM (HC),8.00524934383202,99.11735910372566,8.00524934383202,229.17865217367725,270.94083092447073,0.9795714972702853,true,185.40349715368308,false,0,0,0,0.0982173856807518,true,0.06552122185614458,0.6671041119860017,18.0,29.999999999999993,0.02438271604938272,15.799999999999999,3.5999999999999996,19.4,false,0,0.475,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,EFM (ASAP),8.00524934383202,99.11735910372566,8.00524934383202,229.17865217367725,270.94083092447073,0.9603911714835223,true,181.77323689465922,false,0,0,0,0.0982173856807518,true,0.06552122185614458,0.6671041119860017,18.0,29.999999999999993,0.02438271604938272,15.599999999999998,3.5999999999999996,19.199999999999996,false,0,0.645,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,FEA,8.00524934383202,99.11735910372566,8.00524934383202,226.07339117429794,270.94083092447073,0.9864058008292229,true,187.15734166936508,false,0,0,0,0.16260241741009682,true,0.10847274127313983,0.6671041119860017,18.0,27.999999999999993,0.019506172839506175,12.399999999999999,3.8,16.2,false,0,11.406,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,MDDM,9.606299212598426,118.9408309244708,9.606299212598426,338.2647566385405,230.72899710936494,0.9283337212788929,true,176.1389392788733,false,0,0,0,0.049108692840375896,true,0.03931273311368674,0.8005249343832022,20.0,25.999999999999996,0.02438271604938272,15.2,5.199999999999999,20.4,false,0,0.321,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,DDM (Full),9.606299212598426,118.9408309244708,9.606299212598426,338.2647566385405,230.72899710936494,0.9283337212788929,true,176.1389392788733,false,0,0,0,0.049108692840375896,true,0.03931273311368674,0.8005249343832022,20.0,25.999999999999996,0.02438271604938272,15.799999999999999,5.199999999999999,21.0,false,0,0.399,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,EFM (HC),9.606299212598426,118.9408309244708,9.606299212598426,342.74395132638824,230.72899710936494,0.9606309921375586,true,182.26691556611925,false,0,0,0,0.049108692840375896,true,0.03931273311368674,0.8005249343832022,20.0,29.999999999999993,0.034135802469135806,19.0,5.199999999999999,24.200000000000003,false,0,0.472,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,EFM (ASAP),9.606299212598426,118.9408309244708,9.606299212598426,343.3862412859001,230.72899710936494,0.999363814186379,true,189.61595183893496,false,0,0,0,0.049108692840375896,true,0.03931273311368674,0.8005249343832022,20.0,27.999999999999993,0.034135802469135806,19.0,5.199999999999999,24.200000000000003,false,0,0.422,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,FEA,9.606299212598426,118.9408309244708,9.606299212598426,342.1022626179026,230.72899710936494,0.996689703199826,true,189.10857495291972,false,0,0,0,0.08527289224051389,true,0.06826307646550325,0.8005249343832022,20.0,25.999999999999996,0.02438271604938272,15.799999999999999,5.199999999999999,21.0,false,0,8.6,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,50.0,MDDM,9.606299212598426,118.9408309244708,9.606299212598426,361.721869415966,246.7289971093649,0.9927094162567625,true,188.35336860405314,false,0,0,0,0.06138586605046984,true,0.04914091639210841,0.8005249343832022,20.0,25.999999999999996,0.02438271604938272,16.0,5.199999999999999,21.200000000000003,false,0,1.08,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,50.0,DDM (Full),9.606299212598426,118.9408309244708,9.606299212598426,361.721869415966,246.7289971093649,0.9927094162567625,true,188.35336860405314,false,0,0,0,0.06138586605046984,true,0.04914091639210841,0.8005249343832022,20.0,25.999999999999996,0.02925925925925926,17.0,5.199999999999999,22.2,false,0,0.495,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,50.0,EFM (HC),9.606299212598426,118.9408309244708,9.606299212598426,365.82548887234674,246.7289971093649,0.9669757233893893,true,183.47074367996544,false,0,0,0,0.06138586605046984,true,0.04914091639210841,0.8005249343832022,20.0,31.99999999999999,0.03901234567901235,20.2,5.199999999999999,25.4,false,0,0.632,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,50.0,EFM (ASAP),9.606299212598426,118.9408309244708,9.606299212598426,365.82548887234674,246.7289971093649,0.943535647193272,true,179.02330192150785,false,0,0,0,0.06138586605046984,true,0.04914091639210841,0.8005249343832022,20.0,31.99999999999999,0.03901234567901235,20.0,5.199999999999999,25.199999999999996,false,0,0.61,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,50.0,FEA,9.606299212598426,118.9408309244708,9.606299212598426,363.0871707879598,246.7289971093649,0.9703402694217497,true,184.1091214052499,false,0,0,0,0.1063698507307785,true,0.08515171777660746,0.8005249343832022,20.0,27.999999999999993,0.02925925925925926,16.6,5.199999999999999,21.8,false,0,9.906,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,80.0,MDDM,9.606299212598426,118.9408309244708,9.606299212598426,423.98471676685637,294.7289971093649,0.9754274805866815,true,185.0743518584153,false,0,0,0,0.09821738568075175,true,0.07862546622737346,0.8005249343832022,20.0,29.999999999999993,0.02925925925925926,18.8,5.199999999999999,24.0,false,0,0.601,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,80.0,DDM (Full),9.606299212598426,118.9408309244708,9.606299212598426,423.98471676685637,294.7289971093649,0.9754274805866815,true,185.0743518584153,false,0,0,0,0.09821738568075175,true,0.07862546622737346,0.8005249343832022,20.0,29.999999999999993,0.034135802469135806,19.8,5.199999999999999,25.0,false,0,0.508,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,80.0,EFM (HC),9.606299212598426,118.9408309244708,9.606299212598426,431.27890252835954,294.7289971093649,0.9578624073335298,true,194.38040968010088,true,2,4,3,0.09821738568075175,true,0.07862546622737346,0.8005249343832022,20.0,35.999999999999986,0.043888888888888894,23.8,5.199999999999999,28.999999999999996,false,0,0.86,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,80.0,EFM (ASAP),9.606299212598426,118.9408309244708,9.606299212598426,431.27890252835954,294.7289971093649,0.9971823100775723,true,189.20204053640427,false,0,0,0,0.09821738568075175,true,0.07862546622737346,0.8005249343832022,20.0,35.999999999999986,0.043888888888888894,23.8,5.199999999999999,28.999999999999996,false,0,0.832,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,80.0,FEA,9.606299212598426,118.9408309244708,9.606299212598426,425.60027074669955,294.7289971093649,0.9785352988707449,true,185.66401891830867,false,0,0,0,0.28381167066595453,true,0.22719831903705023,0.8005249343832022,20.0,31.99999999999999,0.030864197530864196,19.0,5.6,24.6,false,0,13.505,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,40.0,MDDM,11.194225721784777,138.60181527127537,11.194225721784777,589.2447302445804,254.32217832553047,0.9662744382473205,true,183.3376841796751,false,0,0,0,0.049108692840375924,true,0.04581114937974701,0.9328521434820647,23.0,30.999999999999993,0.043888888888888894,21.799999999999997,6.8,28.6,false,0,1.232,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,40.0,DDM (Full),11.194225721784777,138.60181527127537,11.194225721784777,589.2447302445804,254.32217832553047,0.9662744382473205,true,183.3376841796751,false,0,0,0,0.049108692840375924,true,0.04581114937974701,0.9328521434820647,23.0,30.999999999999993,0.04876543209876544,23.2,6.8,30.0,false,0,0.548,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,40.0,EFM (HC),11.194225721784777,138.60181527127537,11.194225721784777,598.8233969552282,254.32217832553047,1.0,true,195.80928913956615,true,2,4,3,0.049108692840375924,true,0.04581114937974701,0.9328521434820647,23.0,34.999999999999986,0.06827160493827161,27.6,6.8,34.400000000000006,false,0,0.582,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,40.0,EFM (ASAP),11.194225721784777,138.60181527127537,11.194225721784777,598.8233969552282,254.32217832553047,0.982525937985917,true,190.0245988078315,true,2,4,3,0.049108692840375924,true,0.04581114937974701,0.9328521434820647,23.0,34.999999999999986,0.06827160493827161,27.4,6.8,34.2,false,0,0.532,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,40.0,FEA,11.194225721784777,138.60181527127537,11.194225721784777,593.0669295464493,254.32217832553047,0.9548255848233775,true,181.16541697465047,false,0,0,0,0.1033254367735455,true,0.09638735517042246,0.9328521434820647,23.0,32.99999999999999,0.04876543209876544,22.8,6.8,29.599999999999998,false,0,10.189,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,50.0,MDDM,11.194225721784777,138.60181527127537,11.194225721784777,622.2659584229125,270.32217832553044,0.9445393823497805,true,179.213747277237,false,0,0,0,0.061385866050469896,true,0.057263936724683745,0.9328521434820647,23.0,32.99999999999999,0.04876543209876544,23.2,6.8,30.0,false,0,1.286,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,50.0,DDM (Full),11.194225721784777,138.60181527127537,11.194225721784777,622.2659584229125,270.32217832553044,0.9445393823497805,true,179.213747277237,false,0,0,0,0.061385866050469896,true,0.057263936724683745,0.9328521434820647,23.0,32.99999999999999,0.05487654320987655,24.6,6.8,31.400000000000002,false,0,0.558,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,50.0,EFM (HC),11.194225721784777,138.60181527127537,11.194225721784777,636.4967702110193,270.32217832553044,1.0,true,208.12698894904216,true,2,4,3,0.061385866050469896,true,0.057263936724683745,0.9328521434820647,23.0,34.999999999999986,0.06172839506172839,29.399999999999995,6.8,36.199999999999996,false,0,0.628,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,50.0,EFM (ASAP),11.194225721784777,138.60181527127537,11.194225721784777,636.4967702110193,270.32217832553044,1.0,true,201.97948847157767,true,2,4,3,0.061385866050469896,true,0.057263936724683745,0.9328521434820647,23.0,34.999999999999986,0.07407407407407407,29.399999999999995,6.8,36.199999999999996,false,0,0.652,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,50.0,FEA,11.194225721784777,138.60181527127537,11.194225721784777,626.3154872897863,270.32217832553044,0.9550743535540163,true,181.2126175226173,false,0,0,0,0.15746427437873217,true,0.14689088587604826,0.9328521434820647,23.0,34.999999999999986,0.05487654320987655,23.999999999999996,7.0,30.999999999999993,false,0,13.176,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,80.0,MDDM,11.999999999999998,148.5785461712242,11.999999999999998,750.4704739965363,330.29425540546896,0.969591957295542,true,183.96713916207753,false,0,0,0,0.079730926611583,true,0.07437716579142639,0.9328521434820647,23.0,34.999999999999986,0.06172839506172839,26.2,7.6,33.8,false,0,1.951,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,80.0,DDM (Full),11.999999999999998,148.5785461712242,11.999999999999998,750.4704739965363,330.29425540546896,0.969591957295542,true,183.96713916207753,false,0,0,0,0.079730926611583,true,0.07437716579142639,0.9328521434820647,23.0,34.999999999999986,0.06827160493827161,28.0,7.6,35.6,false,0,0.68,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,80.0,EFM (HC),11.194225721784777,138.60181527127537,11.194225721784777,737.5277584254042,318.3221783255304,1.0,true,243.6374753421433,true,2,4,3,0.09821738568075185,true,0.09162229875949401,0.9328521434820647,23.0,34.999999999999986,0.0553,34.8,7.0,41.800000000000004,false,0,0.604,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,80.0,EFM (ASAP),11.194225721784777,138.60181527127537,11.194225721784777,737.5277584254042,318.3221783255304,0.9999999999999999,true,236.36144812918866,true,2,4,3,0.09821738568075174,true,0.0916222987594939,0.9328521434820647,23.0,34.999999999999986,0.07407407407407407,34.6,7.0,41.6,false,0,0.602,0.0,0.0,0.0
flat_plate,28.0,28.0,12.007874015748031,80.0,FEA,12.5,154.7693189283585,12.5,769.8610908654144,337.7231827140302,1.0,true,190.5795186142292,true,4,4,3,0.18561421378452278,true,0.17315061718963026,0.9328521434820647,23.0,34.999999999999986,0.06827160493827161,26.2,7.799999999999999,34.0,false,0,16.94,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,40.0,MDDM,12.795275590551181,158.42528709202054,12.795275590551181,961.5124509230764,278.1103445104246,0.9999999999999999,true,192.46063599858994,true,8,4,3,0.049108692840375924,true,0.05236327156536147,1.0662729658792651,26.0,35.99999999999999,0.0546,31.0,9.200000000000001,40.2,false,0,0.535,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,40.0,DDM (Full),12.795275590551181,158.42528709202054,12.795275590551181,961.5124509230764,278.1103445104246,0.9999999999999999,true,192.46063599858994,true,8,4,3,0.049108692840375924,true,0.05236327156536147,1.0662729658792651,26.0,35.99999999999999,0.0553,32.8,9.200000000000001,42.0,false,0,0.543,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,40.0,EFM (HC),12.795275590551181,158.42528709202054,12.795275590551181,982.0579880648336,278.1103445104246,1.0,true,230.93716230299532,true,2,4,3,0.049108692840375924,true,0.05236327156536147,1.0662729658792651,26.0,35.99999999999999,0.07,39.2,9.200000000000001,48.400000000000006,false,0,0.49,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,40.0,EFM (ASAP),12.795275590551181,158.42528709202054,12.795275590551181,982.0579880648336,278.1103445104246,0.9999999999999999,true,223.30065482970159,true,2,4,3,0.049108692840375924,true,0.05236327156536147,1.0662729658792651,26.0,35.99999999999999,0.07,39.2,9.200000000000001,48.400000000000006,false,0,0.56,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,40.0,FEA,12.795275590551181,158.42528709202054,12.795275590551181,969.7046025583247,278.1103445104246,1.0,true,207.12845335030335,true,4,4,3,0.17743322298318287,true,0.1891922489157954,1.0662729658792651,26.0,35.99999999999999,0.07,33.800000000000004,9.200000000000001,43.0,false,0,12.894,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,50.0,MDDM,12.795275590551181,158.42528709202054,12.795275590551181,1013.9496887713894,294.11034451042457,0.9999999999999999,true,203.1214630266824,true,8,4,3,0.0613858660504699,true,0.06545408945670184,1.0662729658792651,26.0,35.99999999999999,0.0553,32.599999999999994,9.200000000000001,41.8,false,0,0.511,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,50.0,DDM (Full),12.795275590551181,158.42528709202054,12.795275590551181,1013.9496887713894,294.11034451042457,0.9999999999999999,true,203.1214630266824,true,8,4,3,0.0613858660504699,true,0.06545408945670184,1.0662729658792651,26.0,35.99999999999999,0.0635,34.6,9.200000000000001,43.8,false,0,0.631,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,50.0,EFM (HC),12.795275590551181,158.42528709202054,12.795275590551181,1031.2888494574138,294.11034451042457,1.0,true,243.56750757257706,true,2,4,3,0.06138586605046996,true,0.06545408945670189,1.0662729658792651,26.0,35.99999999999999,0.0762,41.6,9.200000000000001,50.8,false,0,0.465,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,50.0,EFM (ASAP),13.5,167.15086444262718,13.5,1068.0040108030148,304.58103733115263,1.0,true,225.22186543998944,true,2,4,3,0.05226560897622038,true,0.05572940589656045,1.0662729658792651,26.0,35.99999999999999,0.0762,40.8,9.6,50.400000000000006,false,0,0.953,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,50.0,FEA,12.795275590551181,158.42528709202054,12.795275590551181,1019.7130755672865,294.11034451042457,1.0,true,218.9596953555513,true,4,4,3,0.29981978344625054,true,0.31968972972451254,1.0662729658792651,26.0,35.99999999999999,0.07,35.8,9.6,45.4,false,0,12.058,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,80.0,MDDM,12.795275590551181,158.42528709202054,12.795275590551181,1172.7453908837815,342.1103445104246,1.0,true,235.31526540099628,true,8,4,3,0.09821738568075185,true,0.10472654313072294,1.0662729658792651,26.0,35.99999999999999,0.07,37.6,9.200000000000001,46.8,false,0,0.443,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,80.0,DDM (Full),12.795275590551181,158.42528709202054,12.795275590551181,1172.7453908837815,342.1103445104246,1.0,true,235.31526540099628,true,8,4,3,0.09821738568075179,true,0.10472654313072288,1.0662729658792651,26.0,35.99999999999999,0.0762,39.800000000000004,9.6,49.400000000000006,false,0,0.581,0.0,0.0,0.0
flat_plate,32.0,32.0,12.007874015748031,80.0,EFM (HC),12.795275590551181,158.42528709202054,12.795275590551181,1182.7800091917343,342.1103445104246,1.0,true,281.8209407024437,true,2,4,3,0.09821738568075185,true,0.10472654313072294,1.0662729658792651,26.0,35.99999999999999,0.0734710743801653,48.8,9.8,58.6,false,0,0.484,0.0,0.0,0.0
