floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,sw_psf,vol_per_area_in,M0_kipft,qu_psf,punch_ratio,punch_ok,vu_max_psi,has_studs,n_stud_cols,stud_rails_max,stud_per_rail_max,defl_ratio,defl_ok,defl_in,defl_limit_in,col_min_in,col_max_in,col_rho_max,As_cs_in2,As_ms_in2,As_total_in2,integrity_ok,n_transfer_bars,runtime_s,h_drop_in,a_drop1_ft,a_drop2_ft,min_h_rule,LD_ratio,ddm_eligible
flat_plate,16.0,16.0,12.007874015748031,40.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.8045968875089475,true,152.6615257686333,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,5.6,2.4,7.999999999999999,false,0,0.296,0.0,0.0,0.0,ACI,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,40.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.8045968875089475,true,152.6615257686333,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,5.999999999999999,2.4,8.399999999999999,false,0,0.154,0.0,0.0,0.0,ACI,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,40.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.7098373399318055,true,134.68216574518178,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,7.199999999999999,2.4,9.599999999999998,false,0,0.287,0.0,0.0,0.0,ACI,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,40.0,EFM (ASAP),6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.6984859071882167,true,132.52838281462448,false,0,0,0,0.04910869284037587,true,0.02620848874245782,0.5336832895888015,18.0,18.0,0.019506172839506175,7.199999999999999,2.4,9.599999999999998,false,0,0.165,0.0,0.0,0.0,ACI,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,40.0,FEA,6.404199475065617,79.29388728298053,6.404199475065617,77.17787036971933,183.15266473957664,0.8885672390283583,true,168.59377977221243,false,0,0,0,0.0800769239119363,true,0.042735716173474325,0.5336832895888015,18.0,18.0,0.019506172839506175,5.8,2.4,8.2,true,0,10.45,0.0,0.0,0.0,ACI,0.43478260869565216,true
flat_plate,16.0,16.0,12.007874015748031,80.0,MDDM,6.404199475065617,79.29388728298053,6.404199475065617,103.54928843937678,247.1526647395766,0.9477955092290843,true,179.83155391458277,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,20.0,0.019506172839506175,7.3999999999999995,2.4,9.799999999999999,false,0,0.264,0.0,0.0,0.0,ACI,0.8695652173913043,true
flat_plate,16.0,16.0,12.007874015748031,80.0,DDM (Full),6.404199475065617,79.29388728298053,6.404199475065617,103.54928843937678,247.1526647395766,0.9477955092290843,true,179.83155391458277,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,20.0,0.019506172839506175,7.999999999999999,2.4,10.399999999999999,false,0,0.269,0.0,0.0,0.0,ACI,0.8695652173913043,true
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (HC),6.404199475065617,79.29388728298053,6.404199475065617,104.14653998031608,247.1526647395766,0.9578795391552325,true,181.74486406817843,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,18.0,0.019506172839506175,9.799999999999999,2.4,12.2,false,0,0.759,0.0,0.0,0.0,ACI,0.8695652173913043,true
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (ASAP),6.404199475065617,79.29388728298053,6.404199475065617,104.14653998031608,247.1526647395766,0.9425615154989606,true,178.83847342780888,false,0,0,0,0.09821738568075182,true,0.05241697748491568,0.5336832895888015,18.0,18.0,0.019506172839506175,9.799999999999999,2.4,12.2,false,0,0.117,0.0,0.0,0.0,ACI,0.8695652173913043,true
flat_plate,16.0,16.0,12.007874015748031,80.0,FEA,6.404199475065617,79.29388728298053,6.404199475065617,102.95375436259309,247.1526647395766,0.9255711876469556,true,175.61478537548894,false,0,0,0,0.16089740656206103,true,0.08586825722034755,0.5336832895888015,18.0,22.0,0.019506172839506175,7.6,2.4,10.0,true,0,6.303,0.0,0.0,0.0,ACI,0.8695652173913043,true
