floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,h_min_in,h_over_h_min,sw_psf,vol_per_area_in,M0_kipft,qu_psf,punch_ratio,punch_ok,vu_max_psi,has_studs,n_stud_cols,stud_rails_max,stud_per_rail_max,defl_ratio,defl_ok,defl_in,defl_limit_in,col_min_in,col_max_in,col_rho_max,As_cs_in2,As_ms_in2,As_total_in2,integrity_ok,n_transfer_bars,pattern_loading,runtime_s,h_drop_in,a_drop1_ft,a_drop2_ft,failures,fdn_n_sized,fdn_n_groups,fdn_max_B_ft,fdn_max_L_ft,fdn_max_D_in,fdn_max_util,fdn_conc_vol_ft3,fdn_steel_vol_in3,fdn_ok,converged,failure_reason,failing_check,min_h_rule,LD_ratio,ddm_eligible
flat_slab,16.0,16.0,12.007874015748031,50.0,FEA,4.5,4.9,0.919,55.71695481420906,4.5,73.87075908746517,170.8603457770509,0.6806545607721433,true,129.14512270928813,false,0,0,0,0.7447928004134315,true,0.39748347178669585,0.5336832895888015,14.0,22.0,0.0704,9.2,2.6,11.799999999999999,true,0,false,14.348,2.25,2.6684164479440073,2.6684164479440073,,16,3,3.25,3.25,12.0,0.943,117.2,1535.8,true,true,,,nomin,0.5434782608695652,true
flat_slab,16.0,16.0,12.007874015748031,150.0,MDDM,5.999999999999999,4.71,1.274,74.2892730856121,5.999999999999999,142.75684911799632,356.861591357015,0.8793313237213931,true,166.84138805342704,false,0,0,0,0.22393936528104566,true,0.11951269713161669,0.5336832895888015,16.5,33.0,0.061111111111111116,10.999999999999998,2.4,13.4,false,0,false,0.26,2.25,2.6684164479440073,2.6684164479440073,,16,3,4.75,4.75,12.0,0.978,199.8,2844.0,true,true,,,nomin,1.6304347826086956,true
flat_slab,16.0,16.0,12.007874015748031,150.0,DDM (Full),5.999999999999999,4.71,1.274,74.2892730856121,5.999999999999999,142.75684911799632,356.861591357015,0.8793313237213931,true,166.84138805342704,false,0,0,0,0.22393936528104566,true,0.11951269713161669,0.5336832895888015,16.5,33.0,0.061111111111111116,11.799999999999999,3.0000000000000004,14.799999999999999,true,0,false,0.238,2.25,2.6684164479440073,2.6684164479440073,,16,3,4.75,4.75,12.0,0.978,199.8,2844.0,true,true,,,nomin,1.6304347826086956,true
flat_slab,16.0,16.0,12.007874015748031,150.0,EFM (HC),7.0,4.78,1.465,86.67081859988077,7.0,151.64017774160746,368.0049823198569,0.7916339464691042,true,150.20198063701073,false,0,0,0,0.1410230405268392,true,0.07526164017617842,0.5336832895888015,14.0,34.0,0.061224489795918366,13.0,2.8000000000000003,15.799999999999999,false,0,true,0.272,2.25,2.6684164479440073,2.6684164479440073,,16,3,4.75,4.75,12.0,0.953,213.2,2957.8,true,true,,,nomin,1.6304347826086956,true
flat_slab,16.0,16.0,12.007874015748031,150.0,EFM (ASAP),7.0,4.8,1.46,86.67081859988077,7.0,152.6325428713417,368.0049823198569,0.7916339464691042,true,150.20198063701073,false,0,0,0,0.1410230405268392,true,0.07526164017617842,0.5336832895888015,14.0,31.0,0.061224489795918366,14.799999999999999,3.9999999999999996,18.8,true,0,true,0.331,2.25,2.6684164479440073,2.6684164479440073,,16,3,4.75,4.75,12.0,0.953,213.2,2957.8,true,true,,,nomin,1.6304347826086956,true
flat_slab,16.0,16.0,12.007874015748031,250.0,FEA,7.5,4.61,1.626,92.86159135701512,7.5,205.44556075786386,535.4339096284181,0.8400438083177285,true,159.38710611635526,false,0,0,0,0.6980935725036971,true,0.37256087421457157,0.5336832895888015,14.0,35.0,0.061224489795918366,11.6,3.6,15.2,false,0,true,21.504,2.25,2.6684164479440073,2.6684164479440073,,16,3,5.75,5.75,12.0,0.979,296.2,3564.5,true,true,,,nomin,2.717391304347826,true
flat_slab,16.0,20.0,12.007874015748031,50.0,DDM (Full),5.0,6.19,0.808,61.9077275713434,5.0,96.69478265643347,182.00373673989264,0.8998771202662396,true,170.73967885887498,false,0,0,0,0.1289890744018823,true,0.06883931354781121,0.5336832895888015,17.0,19.0,0.0434,10.0,2.8000000000000003,12.8,true,0,false,0.152,2.25,2.6684164479440073,3.335520559930009,,16,3,3.75,3.75,12.0,0.925,141.8,1725.4,true,true,,,nomin,0.45454545454545453,true
flat_slab,16.0,20.0,12.007874015748031,50.0,EFM (HC),5.5,6.17,0.892,68.09850032847775,5.5,97.89392464254313,185.71820039417332,0.6712632690481107,true,127.36325038814621,false,0,0,0,0.09691140075272907,true,0.0517199951523751,0.5336832895888015,17.0,28.0,0.061111111111111116,11.0,2.8000000000000003,13.8,false,2,false,0.219,2.25,2.6684164479440073,3.335520559930009,,16,3,3.75,3.75,12.0,0.964,141.8,1725.4,true,true,,,nomin,0.45454545454545453,true
flat_slab,16.0,20.0,12.007874015748031,50.0,EFM (ASAP),5.5,6.19,0.888,68.09850032847775,5.5,98.95051029910897,185.71820039417332,0.6092543291046145,true,115.59788125730375,false,0,0,0,0.09691140075272912,true,0.05171999515237513,0.5336832895888015,17.0,17.0,0.04285714285714286,11.4,2.8000000000000003,14.2,true,0,false,0.242,2.25,2.6684164479440073,3.335520559930009,,16,3,3.75,3.75,12.0,0.964,141.8,1725.4,true,true,,,nomin,0.45454545454545453,true
flat_slab,16.0,20.0,12.007874015748031,50.0,FEA,5.0,6.16,0.812,61.9077275713434,5.0,93.57385863657716,178.28927308561205,0.7339094021641259,true,139.24951842306876,false,0,0,0,0.6233698502124645,true,0.3326820722918665,0.5336832895888015,17.0,23.0,0.07680555555555556,9.6,3.0000000000000004,12.600000000000001,true,6,false,16.796,2.25,2.6684164479440073,3.335520559930009,,16,3,3.75,3.75,12.0,0.925,141.8,1725.4,true,true,,,nomin,0.45454545454545453,true
